"","CLIP_NAME","GENRE","FAMILIARITY","TRACK_TITLE","ARTIST","MEDIA_RELATION_or_PERFORMER","RELEASE_DATE","VOCALISATION","VOCALISATION_TYPE","CLIP_TIME_START","CLIP_TIME_END","SPOTIFY_PLAYLIST_LINK","group","style_familiarity_M","style_familiarity_SD","clip_familiarity_M","clip_familiarity_SD","contrast_M","contrast_SD","enjoyment_M","enjoyment_SD","valence_M","valence_SD","arousal_M","arousal_SD","cluster","id_genre","id_genre_perc","genre_correct","id_decade","id_decade_perc","decade_correct","id_location","id_location_perc","freq_context_words"
"64","Classical_HIGH_02","Classical","High","Gymnopédie No. 1","Erik Satie","Philippe Entremont",NA,"no",NA,00:00:00,00:00:30,NA,2,4.2,1.09544511501033,4.4,0.894427190999916,2,1,3.8,1.6431676725155,3,1.58113883008419,1.4,0.547722557505166,3,"Classical",80,80,"pre1960",60,NA,"Europe",100,""
"65","Classical_HIGH_03","Classical","High","Nocturne No. 2 in E-Flat Major, Op. 9 No. 2","Frédéric Chopin","Daniel Barenboim, Frédéric Chopin",NA,"no",NA,00:00:00,00:00:30,NA,3,5,0,5,0,2.66666666666667,0.577350269189626,5,0,4.66666666666667,0.577350269189626,2.66666666666667,2.08166599946613,3,"Classical",100,100,"pre1960",100,NA,"Europe",100,""
"66","Classical_HIGH_04","Classical","High","Piano Concerto No. 21 in C Major, K. 467: II. Andante","Wolfgang Amadeus Mozart","Howard Shelley, London Mozart Players",NA,"no",NA,00:00:00,00:00:30,NA,4,5,0,5,0,1.66666666666667,0.577350269189626,4.33333333333333,1.15470053837925,5,0,3,0,3,"Classical",100,100,"pre1960",100,NA,"Europe",100,""
"67","Classical_HIGH_05","Classical","High","Spring (La Primavera) Op.8 No.1 E Major: Allegro","Antonio Vivaldi","Alberto Lizzio, Baroque Festival Orchestra, I Musici Di San Marco",NA,"no",NA,00:00:00,00:00:30,NA,5,4.5,0.577350269189626,4.25,0.957427107756338,3,1.15470053837925,4.25,0.5,4,0,3.75,0.5,3,"Classical",100,100,"pre1960",100,NA,"Europe",100,""
"68","Classical_HIGH_06","Classical","High","Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 10, Scene. Moderato","Pyotr Ilyich Tchaikovsky","André Previn, London Symphony Orchestra",NA,"no",NA,00:00:00,00:00:30,NA,6,4.66666666666667,0.577350269189626,5,0,2,0,3.33333333333333,1.15470053837925,3.66666666666667,0.577350269189626,1.66666666666667,0.577350269189626,3,"Classical",100,100,"pre1960",100,NA,"Europe",100,""
"69","Classical_HIGH_07","Classical","High","Wiegenlied, Op. 49, No. 4 (Arr. for Cello and Piano) [Brahms Lullaby]","Johannes Brahms","Yo-Yo Ma",NA,"no",NA,00:00:00,00:00:30,NA,7,4,2,3,1.63299316185545,1.25,0.5,3.5,1.91485421551268,3.25,1.70782512765993,1.5,0.577350269189626,3,"Classical",60,75,"pre1960",75,NA,"Europe",100,""
"70","Classical_LOW_08","Classical","Low","Concerto in C Major, Op. 6 No. 10: I. Preludio. Andante largo","Arcangelo Corelli","Musica Amphion, Pieter-Jan Belder",NA,"no",NA,00:00:00,00:00:30,"https://open.spotify.com/playlist/6Cv9geTLhOF7w5OQshfbdl?si=a4579549d91e4c46",8,3.66666666666667,0.577350269189626,1.33333333333333,0.577350269189626,2.33333333333333,1.52752523165195,4.33333333333333,0.577350269189626,4,0,2.33333333333333,0.577350269189626,2,"Classical",100,100,"pre1960",100,NA,"Europe",100,""
"71","Classical_LOW_09","Classical","Low","Duet No. 2 for 2 Flutes in E-Flat Major, Fk. 55: I. Allegro","Wilhelm Friedemann Bach","Massimo Mercelli, Maxence Larrieu",NA,"no",NA,00:00:00,00:00:30,NA,9,2.6,0.547722557505166,1.4,0.547722557505166,1.8,0.836660026534076,3.4,0.547722557505166,3.2,0.836660026534076,2.2,0.447213595499958,2,"Classical",42.8571428571429,60,"pre1960",80,NA,"Europe",100,""
"72","Classical_LOW_10","Classical","Low","L'Arbre des songes - Concerto for Violin & Orchestra: 1. Librement. II. Vif. III. Lent. IV Largo et animé","Henri Dutilleux","Charles Dutoit, Orchestre National De France, Pierre Amoyal",NA,"no",NA,00:00:00,00:00:30,NA,10,2.5,0.577350269189626,1,0,2,0.816496580927726,2.5,0.577350269189626,2.5,0.577350269189626,2.25,0.5,2,"Classical",100,100,"pre1960",75,NA,"Europe",75,""
"73","Classical_LOW_11","Classical","Low","Piano Trio No. 2 in E Minor, Op. 67: III. Largo","Dmitri Scostakovich","Daniel Haefliger, Gilles Vonsattel, Ilya Gringolts",NA,"no",NA,00:00:00,00:00:30,NA,11,2.66666666666667,0.577350269189626,1.66666666666667,1.15470053837925,1,0,1.66666666666667,0.577350269189626,2,1,2,1,2,"Classical",66.6666666666667,66.6666666666667,"pre1960",66.6666666666667,NA,"Europe",100,""
"74","Classical_LOW_12","Classical","Low","Sonata No. 2 for Violin, Piano and Drums","George Antheil","John Novacek, Mark Fewer",NA,"no",NA,00:00:00,00:00:30,NA,12,1.75,0.5,1,0,3.25,0.957427107756338,2.25,1.5,2.25,0.5,3,1.15470053837925,2,"Film, Classical",40,50,"pre1960",50,NA,"Europe",75,""
"75","Classical_LOW_13","Classical","Low","Trois Pièces Brèves, No. 2: Andante","Jacques Ibert","Bergen Wind Quintet",NA,"no",NA,00:00:00,00:00:30,NA,13,4,1,1.6,0.547722557505166,2.6,0.547722557505166,3.4,1.34164078649987,3.6,0.894427190999916,3.8,0.447213595499958,2,"Classical",66.6666666666667,80,"pre1960",80,NA,"Europe",60,""
"76","Classical_LOW_14","Classical","Low","Violin Sonata No. 5 in F Minor, BWV 1018: I. Largo","Johann Sebastian Bach","Andrea Marcon, Giuliano Carmignola",NA,"no",NA,00:00:00,00:00:30,"https://open.spotify.com/playlist/2hpaQeU4sZrsWFx764XoJf?si=ac44725360964cbd",14,3.66666666666667,0.577350269189626,2.33333333333333,1.15470053837925,2.33333333333333,1.52752523165195,3,2,3,1,2.33333333333333,0.577350269189626,2,"Classical",75,100,"pre1960",100,NA,"Europe",100,""
"77","Classical_MED_15","Classical","Medium","2 Aquarelles: Lento, ma non troppo","Frederick Delius","David Lloyd-Jones, Royal Northern Sinfonia",NA,"no",NA,00:00:00,00:00:30,NA,15,3.2,0.447213595499958,1.4,0.547722557505166,2.2,0.447213595499958,3.2,1.09544511501033,2.8,0.836660026534076,2,0.707106781186548,1,"Classical",60,60,"pre1960",60,NA,"Europe",60,""
"78","Classical_MED_16","Classical","Medium","Elf kurze Stücke: No. 4 in A Minor","Anton Webner","Jean-Jacques Dünki",NA,"no",NA,00:00:00,00:00:30,NA,16,4.33333333333333,0.577350269189626,2,1,2.66666666666667,1.15470053837925,3.66666666666667,0.577350269189626,3,1,3,1,1,"Classical",100,100,"pre1960",100,NA,"Europe",100,""
"79","Classical_MED_17","Classical","Medium","Il barbiere di Siviglia: Overture (Sinfonia)","Gioachino Rossini","Academy of St. Martin in the Fields, Gioachino Rossini, Sir Neville Marriner",NA,"no",NA,00:00:00,00:00:30,NA,17,2.25,1.89296944860009,1.75,1.5,2.5,0.577350269189626,2,1.4142135623731,2.75,0.957427107756338,2.25,0.957427107756338,1,"Classical",80,100,"pre1960",75,NA,"Europe",100,""
"80","Classical_MED_18","Classical","Medium","Notturno for Strings and Harp","Arnold Schönberg","Daniel Hope, Jane Berthe, Zürcher Kammerorchester",NA,"no",NA,00:00:00,00:00:30,NA,18,3,1.58113883008419,2,1.4142135623731,1.2,0.447213595499958,2.2,1.09544511501033,2.2,0.836660026534076,1.4,0.547722557505166,1,"Classical",80,80,"pre1960",60,NA,"Europe",100,""
"81","Classical_MED_19","Classical","Medium","The Garden's Light","Trevor Kowalski","Trevor Kowalski",NA,"no",NA,00:00:00,00:00:30,NA,19,3.4,0.894427190999916,1.8,0.836660026534076,2,0.707106781186548,4,1.22474487139159,4.2,1.30384048104053,2,0.707106781186548,1,"Classical",83.3333333333333,100,"2010s",40,NA,"Europe",100,""
"82","Classical_MED_20","Classical","Medium","Violin Sonata in A major, FWV 8: IV. Allegretto poco mosso","César Franck","Jeremy Denk, Joshua Bell",NA,"no",NA,00:00:00,00:00:30,NA,20,3.6,1.51657508881031,2.2,1.78885438199983,2,1,4,0.707106781186548,3.8,1.30384048104053,2,0.707106781186548,1,"Classical",100,100,"pre1960",60,NA,"Europe",100,""
"83","Classical_MED_21","Classical","Medium","Whitacre: The Seal Lullaby","Eric Whitacre","Eric Whitacre, Eric Whitacre Singers",NA,"yes","""ah"", ""ooo""",00:00:00,00:00:30,NA,21,3,1.58113883008419,1.4,0.547722557505166,2.2,1.09544511501033,3.2,0.447213595499958,3.2,0.447213595499958,2,0,1,"Ambient, Film",40,20,"1980s, 1990s, 2000s, 2010s, pre1960",20,NA,"Europe",60,""
"84","Country_HIGH_15","Country","High","(Wanna Get To Know You) That Good!)","Shania Twain",NA,"2002","yes","""ooo"", ""mm"", ""yeah""",00:00:00,00:00:30,"https://open.spotify.com/playlist/0A4AQy0frsA5gdg1siOyzr?si=5428829c74c14be4",15,4,0.707106781186548,1.4,0.894427190999916,3.4,0.547722557505166,3.6,0.894427190999916,3.8,0.447213595499958,3.4,0.547722557505166,1,"Pop",71.4285714285714,20,"2010s",40,0,"USA_Canada",80,""
"85","Country_HIGH_16","Country","High","august","Taylor Swift",NA,"2020","yes","""ooo"", ""yeah""",00:03:27,00:03:57,NA,16,3.66666666666667,0.577350269189626,2.66666666666667,1.52752523165195,3.66666666666667,1.52752523165195,4,0,3.66666666666667,0.577350269189626,3.33333333333333,0.577350269189626,1,"Rock",60,66.6666666666667,"1980s, 1990s, 2000s",33.3333333333333,0,"USA_Canada",66.6666666666667,""
"86","Country_HIGH_17","Country","High","Cold as You","Luke Combs",NA,"2020","no",NA,00:02:26,00:02:56,NA,17,3,0.816496580927726,1,0,2.25,0.5,2.5,0.577350269189626,3,0.816496580927726,2.5,0.577350269189626,1,"Country",80,100,"1990s",50,0,"USA_Canada",100,""
"87","Country_HIGH_18","Country","High","Feathered Indians","Tyler Childers",NA,"2017","no",NA,00:03:14,00:03:44,NA,18,3.6,1.51657508881031,1.2,0.447213595499958,2.4,1.51657508881031,3.2,0.836660026534076,3,0.707106781186548,1.8,0.836660026534076,1,"Country, Folk",40,40,"1960s",40,0,"USA_Canada",100,""
"88","Country_HIGH_19","Country","High","I'm So Lonesome I Could Cry","Johnny Cash",NA,"2002","no",NA,00:01:40,00:02:10,NA,19,3.4,1.14017542509914,2,1.22474487139159,1.8,0.836660026534076,4.2,1.30384048104053,4,1.4142135623731,2,1,1,"Country",42.8571428571429,60,"1970s, 2000s",40,40,"USA_Canada",80,""
"89","Country_HIGH_20","Country","High","Something in the Orange","Zach Bryan",NA,"2022","no",NA,00:00:02,00:00:32,NA,20,3.4,1.51657508881031,1.8,1.09544511501033,2,0,2.8,1.48323969741913,3.2,1.30384048104053,3,1,1,"Rock",28.5714285714286,20,"1980s",60,0,"USA_Canada",80,""
"90","Country_HIGH_21","Country","High","The House of the Rising Sun","Dolly Parton",NA,"1973","yes","""ooo""",00:03:15,00:03:45,NA,21,3,1.58113883008419,1.4,0.547722557505166,2.2,1.09544511501033,3.4,1.14017542509914,3.4,0.547722557505166,2.6,0.894427190999916,1,"Pop, Rock",28.5714285714286,0,"1970s, 1980s",40,40,"Europe, USA_Canada",40,""
"91","Country_LOW_01","Country","Low","Bighorn Samba","Earth Bombs Mars",NA,"2008","no",NA,00:00:00,00:00:30,"https://open.spotify.com/playlist/1vCNu03JbS2glWrS9LpZXq?si=346a96415255494d",1,2.6,0.894427190999916,1,0,2.2,0.836660026534076,2.8,0.836660026534076,3.4,0.547722557505166,3.2,0.836660026534076,3,"Country, Jazz",37.5,60,"1970s, 1990s",40,0,"USA_Canada",60,""
"92","Country_LOW_02","Country","Low","Hunting Moon","Dan Cugnet",NA,"2024","no",NA,00:03:57,00:04:27,NA,2,3.4,1.34164078649987,1.8,0.836660026534076,3.4,0.547722557505166,3.8,0.836660026534076,3.4,0.547722557505166,3.8,0.447213595499958,3,"Rock",44.4444444444444,40,"1990s",40,20,"Europe, USA_Canada",40,""
"93","Country_LOW_03","Country","Low","Lately","Devin & The Straights",NA,"2008","no",NA,00:02:25,00:02:55,NA,3,3,1,1.33333333333333,0.577350269189626,2.66666666666667,0.577350269189626,2.33333333333333,0.577350269189626,3.33333333333333,0.577350269189626,2,0,3,"Country",40,66.6666666666667,"1980s",66.6666666666667,0,"USA_Canada",66.6666666666667,""
"94","Country_LOW_04","Country","Low","Ocean Side","The Founders",NA,"1997","no",NA,00:03:25,00:03:55,NA,4,3.33333333333333,1.52752523165195,1,0,2.33333333333333,1.52752523165195,3.33333333333333,1.15470053837925,3.66666666666667,0.577350269189626,3.33333333333333,0.577350269189626,3,"Jazz",50,33.3333333333333,"1980s, 1990s, 2010s",33.3333333333333,33.3333333333333,"USA_Canada",100,""
"95","Country_LOW_05","Country","Low","This Heart of Mine","Crandall Creek",NA,"2020","no",NA,00:01:34,00:02:04,NA,5,2.75,1.5,1.25,0.5,1.75,0.5,3.5,1.29099444873581,2.5,1,2,0,3,"Folk",66.6666666666667,50,"1980s",50,0,"Europe",100,""
"96","Country_LOW_06","Country","Low","Waiting for You to Call","Mickey Keller and the Spitfires",NA,"2010","no",NA,00:00:45,00:01:15,NA,6,2.66666666666667,0.577350269189626,1,0,2.33333333333333,1.15470053837925,3,1,3.66666666666667,0.577350269189626,3,0,3,"Jazz",66.6666666666667,0,"1960s, 1970s, pre1960",33.3333333333333,0,"USA_Canada",100,""
"97","Country_LOW_07","Country","Low","Wrong Side Hill","Slim River Boys",NA,"2018","no",NA,00:01:37,00:02:07,NA,7,2.25,1.5,1.5,0.577350269189626,1.25,0.5,3.75,0.957427107756338,3.75,0.5,4,0,3,"Folk",60,0,"1980s",50,0,"Latin_SouthAm",100,""
"98","Country_MED_08","Country","Medium","Brenda Put Your Bra On","Ashley McBryde",NA,"2022","no",NA,00:00:00,00:00:30,"https://open.spotify.com/playlist/0uDkfLqRr83NQ99malq728?si=ed9dad70d56e4fe9",8,3.33333333333333,1.15470053837925,1.66666666666667,0.577350269189626,2.33333333333333,1.15470053837925,4,1,3.66666666666667,0.577350269189626,2.33333333333333,0.577350269189626,2,"Country",50,66.6666666666667,"1970s, 1980s, 2020s",33.3333333333333,33.3333333333333,"USA_Canada",66.6666666666667,""
"99","Country_MED_09","Country","Medium","Drowning","Radio Company",NA,"2019","yes","""ooo""",00:00:08,00:00:38,NA,9,3.6,0.894427190999916,1.6,0.894427190999916,3,0.707106781186548,3.8,0.447213595499958,3.4,0.547722557505166,2.8,0.836660026534076,2,"Rock",75,0,"1990s",40,0,"Europe",60,""
"100","Country_MED_10","Country","Medium","If Your Conscience Can't Stop You (How Can I)","Jan Howard",NA,"1960","no",NA,00:01:06,00:01:36,NA,10,3.5,1.29099444873581,1.75,1.5,2,0.816496580927726,3.75,0.957427107756338,3.25,0.5,3,0,2,"Country",66.6666666666667,66.6666666666667,"1980s, 2000s, 2010s, pre1960",25,0,"USA_Canada",100,""
"101","Country_MED_11","Country","Medium","Island Boy","Phil Vassar",NA,"2000","yes","""ooo"", ""yeah""",00:03:17,00:03:47,NA,11,3.33333333333333,1.52752523165195,2,1.73205080756888,2,1,3,1.73205080756888,3.33333333333333,2.08166599946613,3.66666666666667,1.52752523165195,2,"Ambient, Country, Film, Pop",25,33.3333333333333,"2020s",66.6666666666667,0,"USA_Canada",66.6666666666667,""
"102","Country_MED_12","Country","Medium","Love Me","The Little Willies",NA,"2006","no",NA,00:01:50,00:02:20,NA,12,3,0.816496580927726,1.25,0.5,1.75,0.957427107756338,3.25,1.25830573921179,3.75,0.5,2.5,0.577350269189626,2,"Jazz",75,25,"1970s",50,0,"USA_Canada",100,""
"103","Country_MED_13","Country","Medium","Sunny Day","Deana Carter",NA,"2005","no",NA,00:04:00,00:04:30,NA,13,4.2,0.836660026534076,1.8,1.78885438199983,2.2,1.09544511501033,4,1,3.8,0.836660026534076,3.2,0.836660026534076,2,"Rock",83.3333333333333,0,"1970s",40,20,"Europe",60,""
"104","Country_MED_14","Country","Medium","The Captain","Kasey Chambers",NA,"1999","no",NA,00:03:50,00:04:20,NA,14,2.33333333333333,0.577350269189626,2.33333333333333,1.52752523165195,2,1.73205080756888,2.33333333333333,0.577350269189626,2.66666666666667,0.577350269189626,2.33333333333333,0.577350269189626,2,"Film",50,0,"1980s",66.6666666666667,33.3333333333333,"Australia",66.6666666666667,""
"105","Dance_HIGH_08","Dance","High","Cry for You","September",NA,"2007","no",NA,00:00:00,00:00:30,"https://open.spotify.com/playlist/2CDCKRJNLZzJVzxFqsuSZR?si=5a7d64930c4d485d",8,3.33333333333333,2.08166599946613,2,1.73205080756888,2.66666666666667,1.15470053837925,3.66666666666667,1.52752523165195,3.66666666666667,1.52752523165195,4,1.73205080756888,2,"Pop, Electronic",33.3333333333333,33.3333333333333,"1980s",66.6666666666667,0,"Europe",66.6666666666667,""
"106","Dance_HIGH_09","Dance","High","Drinkee","Sofi Tukker",NA,"2016","yes","""dah"", ""doo""",00:03:23,00:03:53,NA,9,2.4,0.547722557505166,1.2,0.447213595499958,2.6,0.547722557505166,2.6,1.14017542509914,3,1,3.4,1.14017542509914,2,"Dance",50,80,"1990s",80,0,"Europe",80,""
"107","Dance_HIGH_10","Dance","High","Everytime We Touch","Cascada",NA,"2010","no",NA,00:00:56,00:01:26,NA,10,3.25,0.957427107756338,1.75,1.5,2.25,0.5,2.5,1.29099444873581,3.75,0.957427107756338,4.25,0.5,2,"Electronic",60,33.3333333333333,"2000s",50,0,"Europe",100,""
"108","Dance_HIGH_11","Dance","High","Get Back (ASAP)","Alexandra Stan",NA,"2011","yes","""yeah""",00:00:00,00:00:30,NA,11,2.33333333333333,0.577350269189626,1.33333333333333,0.577350269189626,2.66666666666667,1.15470053837925,2,1,2.33333333333333,0.577350269189626,4,0,2,"Dance, Electronic",50,66.6666666666667,"2000s",66.6666666666667,33.3333333333333,"Europe",66.6666666666667,""
"109","Dance_HIGH_12","Dance","High","L’Amour Toujours","Gigi D’Agostino",NA,"2001","no",NA,00:00:00,00:00:30,NA,12,3,1.15470053837925,1.25,0.5,2.25,0.5,2,1.4142135623731,3.75,0.957427107756338,3.5,1,2,"Electronic",60,50,"2000s, 2010s",50,50,"Europe",100,""
"110","Dance_HIGH_13","Dance","High","Renegade","Axwell /\ Ingrosso",NA,"2017","no",NA,00:02:32,00:03:02,NA,13,4,1,1,0,1.8,0.836660026534076,4,1.22474487139159,4,0,4.4,0.547722557505166,2,"Electronic",50,40,"2010s",60,60,"Europe",80,""
"111","Dance_HIGH_14","Dance","High","Sissy That Walk","RuPaul",NA,"2014","no",NA,00:01:54,00:02:24,NA,14,3.66666666666667,0.577350269189626,2,1.73205080756888,3.33333333333333,1.52752523165195,3.33333333333333,2.08166599946613,3.33333333333333,1.15470053837925,4,1,2,"Dance",50,66.6666666666667,"1990s",100,0,"Europe",66.6666666666667,""
"112","Dance_LOW_15","Dance","Low","Dark Side Of The Moon - Original Extended","Ernesto vs. Bastian",NA,"2005","no",NA,00:04:23,00:04:53,NA,15,3.4,0.547722557505166,1.4,0.894427190999916,2.2,0.836660026534076,3,1.22474487139159,3.6,0.547722557505166,4.4,0.547722557505166,1,"Electronic",62.5,60,"2000s",80,80,"Europe",80,""
"113","Dance_LOW_16","Dance","Low","Helpless - Monster Mix","Mÿon, Shane 54, Aruna",NA,"2006","no",NA,00:00:00,00:00:30,"https://open.spotify.com/playlist/23O6HKnm6hsjGQImyJKK7l?si=0579db73ee6b492c",16,3.66666666666667,1.52752523165195,2,1.73205080756888,3,1,3.33333333333333,1.15470053837925,3.66666666666667,1.15470053837925,4,1,1,"Electronic",40,33.3333333333333,"2010s",66.6666666666667,33.3333333333333,"Europe",100,""
"114","Dance_LOW_17","Dance","Low","I Love You - Cosmic Gate Remix","Steven Moebius Albert, Ralph Kyau",NA,"2012","no",NA,00:01:11,00:01:41,NA,17,3.5,1.29099444873581,1.25,0.5,3.75,0.957427107756338,3.5,0.577350269189626,3.75,0.5,4.5,1,1,"Dance",57.1428571428571,100,"1990s",75,25,"Europe",100,""
"115","Dance_LOW_18","Dance","Low","Make Me Want You - Dance Remix","Thomas Donovan",NA,"1998","no",NA,00:00:00,00:00:30,NA,18,3,1.22474487139159,1,0,2.8,1.09544511501033,3.4,0.894427190999916,3.4,0.894427190999916,4,0.707106781186548,1,"Electronic",62.5,60,"1990s, 2000s",40,40,"Europe",80,""
"116","Dance_LOW_19","Dance","Low","Rock Music - (Don Disblo Remix)","2 Faced",NA,"2006","no",NA,00:04:30,00:05:00,NA,19,3.4,0.894427190999916,2,1.4142135623731,1.4,0.547722557505166,3,1.4142135623731,3,1.4142135623731,4,0.707106781186548,1,"Dance, Electronic",33.3333333333333,40,"1990s",60,20,"Europe",80,""
"117","Dance_LOW_20","Dance","Low","Self Esteem (Klubbrockerz Mix)","Stars ’n’ Stripes",NA,"2006","no",NA,00:00:41,00:01:11,NA,20,4,1.22474487139159,1.4,0.894427190999916,2.2,0.836660026534076,3,1.22474487139159,4,0.707106781186548,4.4,0.547722557505166,1,"Dance",71.4285714285714,100,"2000s",60,60,"Europe",100,""
"118","Dance_LOW_21","Dance","Low","These R The Times","Da Sunlounge & Inland Knights",NA,"2010","no",NA,00:00:00,00:00:30,NA,21,2.8,1.09544511501033,1.4,0.894427190999916,1.6,0.547722557505166,3.4,1.14017542509914,3.8,0.836660026534076,3.8,1.09544511501033,1,"Dance, Electronic",42.8571428571429,60,"1990s, 2000s",40,0,"Europe, USA_Canada",40,""
"119","Dance_MED_01","Dance","Medium","California Dreamin' - Tek-House Extended","Royal Gigolos",NA,"2017","no",NA,00:00:00,00:00:30,"https://open.spotify.com/playlist/5JX4p0dGFoKNuvg4QSwCfC?si=82a5c0b37c3b4802",1,4.2,0.447213595499958,1.4,0.547722557505166,2.8,0.836660026534076,3.4,1.14017542509914,3.8,0.836660026534076,4.4,0.547722557505166,3,"Electronic",55.5555555555556,80,"2000s",60,0,"Europe",100,"nightclub"
"120","Dance_MED_02","Dance","Medium","Dear Jessie","Rollergirl",NA,"1999","no",NA,00:00:00,00:00:30,NA,2,3.2,0.836660026534076,2,1.22474487139159,2.8,1.30384048104053,2.2,0.836660026534076,3.2,0.836660026534076,3.8,0.447213595499958,3,"Dance",42.8571428571429,60,"2000s",80,0,"Europe",60,""
"121","Dance_MED_03","Dance","Medium","Do You Know (I Go Crazy)","Angel City",NA,"2004","no",NA,00:00:00,00:00:30,NA,3,3.66666666666667,0.577350269189626,1.33333333333333,0.577350269189626,1.33333333333333,0.577350269189626,2.66666666666667,1.52752523165195,3,1,4.33333333333333,0.577350269189626,3,"Dance, Electronic",50,100,"1990s",66.6666666666667,33.3333333333333,"Europe",100,""
"122","Dance_MED_04","Dance","Medium","La Niña del Volcán (Polocorp Remix)","YoSoyMatt",NA,"2019","no",NA,00:03:00,00:03:30,NA,4,2.33333333333333,0.577350269189626,1,0,2,1,2.66666666666667,0.577350269189626,3.33333333333333,0.577350269189626,3.33333333333333,0.577350269189626,3,"Electronic",40,0,"2000s",66.6666666666667,0,"Asia",66.6666666666667,""
"123","Dance_MED_05","Dance","Medium","REACT (feat. Ella Henderson) - Don Diablo Remix","Switch Disco",NA,"2023","no",NA,00:00:00,00:00:30,NA,5,4,1.4142135623731,2,0.816496580927726,3.25,0.5,3,1.4142135623731,3.25,0.957427107756338,4,0.816496580927726,3,"Dance",57.1428571428571,100,"1990s",50,25,"Europe",75,""
"124","Dance_MED_06","Dance","Medium","Summer Days - Radio Edit","Sean Finn",NA,"2016","yes","""-ah""",00:00:31,00:01:01,NA,6,3.33333333333333,0.577350269189626,1.33333333333333,0.577350269189626,3,1,3.33333333333333,0.577350269189626,3.33333333333333,0.577350269189626,4.33333333333333,0.577350269189626,3,"Dance",60,100,"1990s",66.6666666666667,33.3333333333333,"Europe",100,""
"125","Dance_MED_07","Dance","Medium","Ты засадишь","EA7",NA,"2017","no",NA,00:03:08,00:03:38,NA,7,3.75,0.5,2.5,1.29099444873581,1.5,0.577350269189626,4.5,0.577350269189626,4.5,0.577350269189626,4.75,0.5,3,"Dance",40,50,"1970s, 1980s, 2000s, 2010s",25,25,"Europe",75,""
"126","Electronic_HIGH_01","Electronic","High","Crimewaves","Crystal Castles, HEALTH",NA,"2008","no",NA,00:02:50,00:03:20,"https://open.spotify.com/playlist/5TiXNmkHGSl5VZME3Zn3vs?si=061ea59cf9184d78",1,2.6,0.547722557505166,1,0,1.8,0.836660026534076,2.4,0.894427190999916,3.4,0.894427190999916,3.6,0.547722557505166,3,"Electronic, VG",42.8571428571429,60,"1990s, 2010s",40,0,"Europe",80,""
"127","Electronic_HIGH_02","Electronic","High","Electric Feel","MGMT",NA,"2007","no",NA,00:00:00,00:00:30,NA,2,3,1.22474487139159,2.2,1.6431676725155,1.6,0.547722557505166,3.4,1.34164078649987,3.4,1.14017542509914,3,1,3,"Pop, Electronic",25,40,"2000s",40,40,"Europe, USA_Canada",40,""
"128","Electronic_HIGH_03","Electronic","High","Genesis","Grimes",NA,"2012","no",NA,00:00:00,00:00:30,NA,3,2,0,1,0,2.33333333333333,1.15470053837925,2.66666666666667,0.577350269189626,3,1.73205080756888,2.66666666666667,0.577350269189626,3,"Ambient, Electronic",40,66.6666666666667,"1980s",66.6666666666667,0,"Europe",66.6666666666667,""
"129","Electronic_HIGH_04","Electronic","High","One More Time","Daft Punk",NA,"2001","no",NA,00:01:34,00:02:04,NA,4,4,1,2.33333333333333,2.3094010767585,1.33333333333333,0.577350269189626,2,1,3,1.73205080756888,4.33333333333333,0.577350269189626,3,"Dance",50,33.3333333333333,"1980s, 1990s, 2000s",33.3333333333333,33.3333333333333,"Europe",66.6666666666667,""
"130","Electronic_HIGH_05","Electronic","High","Outside","Calvin Harris, Ellie Goulding",NA,"2014","yes","""dah""",00:03:10,00:03:40,NA,5,3.75,1.5,2,2,1.25,0.5,2.25,1.89296944860009,3,0.816496580927726,3.75,0.957427107756338,3,"Dance, Electronic",28.5714285714286,50,"2000s",50,25,"Europe",75,""
"131","Electronic_HIGH_06","Electronic","High","The Other Side Of Paradise","Glass Animals",NA,"2016","yes","""oogh"", ""ha""",00:00:00,00:00:30,NA,6,2,1,1,0,1.66666666666667,0.577350269189626,1.66666666666667,0.577350269189626,2.33333333333333,0.577350269189626,2.33333333333333,0.577350269189626,3,"HipHop, RnB",33.3333333333333,33.3333333333333,"2000s",66.6666666666667,0,"USA_Canada",66.6666666666667,""
"132","Electronic_HIGH_07","Electronic","High","Venus As A Boy","Björk",NA,"1993","no",NA,00:03:54,00:04:24,NA,7,3,1.4142135623731,2.25,1.5,1.5,0.577350269189626,3,1.63299316185545,3.75,0.957427107756338,2.75,0.5,3,"Ambient, Film",40,0,"2010s",50,0,"Asia",75,""
"133","Electronic_LOW_08","Electronic","Low","El Orden del Universo","D3ndron",NA,"2009","no",NA,00:00:00,00:00:30,"https://open.spotify.com/playlist/00syGQ9r8Gc4io6cI8xkxb?si=adc76a2a84b247e8",8,2,1,1.33333333333333,0.577350269189626,3,1,3,1.73205080756888,2.33333333333333,1.52752523165195,2.66666666666667,1.52752523165195,2,"Electronic",60,100,"1970s, 1980s, 1990s",33.3333333333333,0,"Asia, Europe, USA_Canada",33.3333333333333,""
"134","Electronic_LOW_09","Electronic","Low","Expansion","SUPREEMO",NA,"2021","no",NA,00:00:00,00:00:30,NA,9,3.2,0.836660026534076,1.4,0.894427190999916,3.2,1.30384048104053,2.4,1.14017542509914,3,1.4142135623731,4.2,0.447213595499958,2,"Dance, Electronic",33.3333333333333,60,"1990s",40,20,"Europe",40,""
