"","CLIP_NAME","GENRE","FAMILIARITY","TRACK_TITLE","ARTIST","MEDIA_RELATION_or_PERFORMER","RELEASE_DATE","VOCALISATION","VOCALISATION_TYPE","CLIP_TIME_START","CLIP_TIME_END","SPOTIFY_PLAYLIST_LINK","group","style_familiarity_M","style_familiarity_SD","clip_familiarity_M","clip_familiarity_SD","contrast_M","contrast_SD","enjoyment_M","enjoyment_SD","valence_M","valence_SD","arousal_M","arousal_SD","cluster","id_genre","id_genre_perc","genre_correct","id_decade","id_decade_perc","decade_correct","id_location","id_location_perc","freq_context_words"
"11","60s_LOW_12","60s","Low","This Time the Dream's on Me","Anthony Newley",NA,"1963","no",NA,00:01:48,00:02:18,NA,12,4,1,1.66666666666667,0.577350269189626,2.66666666666667,1.52752523165195,3.33333333333333,0.577350269189626,3.33333333333333,0.577350269189626,3,0,3,"Film",50,0,"1960s, 1980s, pre1960",33.3333333333333,33.3333333333333,"USA_Canada",100,""
"12","60s_LOW_13","60s","Low","Walk, Don't Run","The Ventures",NA,"1960","no",NA,00:00:00,00:00:30,NA,13,3.4,0.894427190999916,1.8,1.30384048104053,2.2,0.836660026534076,3.4,1.34164078649987,3.6,0.894427190999916,3.6,0.547722557505166,3,"Country",50,0,"1960s",40,40,"USA_Canada",80,""
"13","60s_LOW_14","60s","Low","Wheels (Cha Cha)","Joe Loss & His Orchestra",NA,"1968","no",NA,00:00:00,00:00:30,NA,14,4,0.816496580927726,3.5,1.73205080756888,2,1.15470053837925,4.5,1,4.5,1,3.25,0.5,3,"Pop",50,0,"1960s, pre1960",50,50,"Latin_SouthAm",75,""
"14","60s_MED_15","60s","Medium","Amore sto dicendo a te - Toy","The Casuals",NA,"1968","yes","""ooo""",00:02:03,00:02:33,"https://open.spotify.com/playlist/0iGHUoTHve5CiXfaIbsENm?si=2aff5206abf6481c",15,2.75,1.25830573921179,1.5,1,4.25,0.957427107756338,3,0.816496580927726,4,0.816496580927726,4,0.816496580927726,1,"Film",75,0,"1970s, 1990s, 2000s, 2010s",25,0,"USA_Canada",50,""
"15","60s_MED_16","60s","Medium","Blue Eyes Crying In the Rain","John D. Loudermilk",NA,"1968","no",NA,00:01:19,00:01:49,NA,16,2.75,0.957427107756338,1,0,1.5,0.577350269189626,2.5,0.577350269189626,3,0.816496580927726,1.75,0.957427107756338,1,"Film",40,0,"1960s, 1970s, 1980s, 1990s",25,25,"USA_Canada",50,""
"16","60s_MED_17","60s","Medium","Cinnamon Girl","The Gentrys",NA,"1969","no",NA,00:01:44,00:02:14,NA,17,3.5,1,2,2,2.75,0.5,3.25,1.70782512765993,3.75,0.957427107756338,3,0.816496580927726,1,"Rock, Electronic",50,0,"1970s",75,0,"USA_Canada",75,""
"17","60s_MED_18","60s","Medium","Close Your Eyes","Vic Dana",NA,"1966","no",NA,00:01:16,00:01:46,NA,18,3.4,0.894427190999916,1.4,0.894427190999916,1.8,0.836660026534076,3.2,1.30384048104053,3.6,0.894427190999916,3.2,0.836660026534076,1,"Jazz",66.6666666666667,0,"1960s, pre1960",40,40,"USA_Canada",60,""
"18","60s_MED_19","60s","Medium","I'm Waiting For The Man","The Velvet Underground",NA,"1967","no",NA,00:01:55,00:02:25,NA,19,2.66666666666667,1.52752523165195,2.33333333333333,2.3094010767585,3,1.73205080756888,3,1.73205080756888,2.66666666666667,1.52752523165195,3,1.73205080756888,1,"Pop",66.6666666666667,0,"1960s, 1980s, 1990s",33.3333333333333,33.3333333333333,"Europe",66.6666666666667,""
"19","60s_MED_20","60s","Medium","Kyllikki","Georg Ots",NA,"1968","no",NA,00:01:50,00:02:20,NA,20,3,0,1.25,0.5,3.25,0.957427107756338,4,0,3.75,0.5,3.25,0.5,1,"Ambient, Dance, Film, Classical, Folk",20,0,"1960s, 1980s, 1990s, pre1960",25,25,"Europe",75,""
"20","60s_MED_21","60s","Medium","Through with You","The Lemon Pipers",NA,"1968","no",NA,00:01:14,00:01:44,NA,21,3.66666666666667,0.577350269189626,1.33333333333333,0.577350269189626,3.66666666666667,1.15470053837925,3.33333333333333,1.52752523165195,3.33333333333333,1.52752523165195,3.33333333333333,1.52752523165195,1,"Pop, Film, Rock, Funk",25,0,"1990s",66.6666666666667,33.3333333333333,"USA_Canada",66.6666666666667,""
"21","80s_HIGH_15","80s","High","Maneater","Hall & Oates",NA,"1982","no",NA,00:00:00,00:00:30,"https://open.spotify.com/playlist/04iJHqInDcjDmNs0qCcwGJ?si=792f240937604499",15,5,0,4,2,3,1.15470053837925,4.75,0.5,4.5,1,4.25,0.5,1,"Pop",50,0,"1980s",50,50,"Europe",75,""
"22","80s_HIGH_16","80s","High","Sometimes","Erasure",NA,"1987","yes","""oh""",00:01:51,00:02:21,NA,16,4.75,0.5,3.25,1.70782512765993,3.75,1.89296944860009,4.75,0.5,4.25,0.5,4.25,0.957427107756338,1,"Pop",60,0,"1980s",100,100,"Europe",100,""
"23","80s_HIGH_17","80s","High","Sweet Dreams (Are Made Of This)","Eurythmics",NA,"1983","no",NA,00:02:55,00:03:25,NA,17,5,0,4.75,0.5,3,0.816496580927726,4,1.15470053837925,4,1.15470053837925,4,0.816496580927726,1,"Pop",60,0,"1980s, 1990s",50,50,"Europe",75,""
"24","80s_HIGH_18","80s","High","Take On Me","a-ha",NA,"1985","yes","""ba""",00:00:00,00:00:30,NA,18,4.6,0.547722557505166,4,1.22474487139159,2.8,0.447213595499958,4,1.22474487139159,4,0.707106781186548,4,0.707106781186548,1,"Pop",66.6666666666667,0,"1980s",80,80,"Europe",80,""
"25","80s_HIGH_19","80s","High","Total Eclipse of the Heart","Bonnie Tyler",NA,"1983","no",NA,00:02:10,00:02:40,NA,19,4.66666666666667,0.577350269189626,4.33333333333333,1.15470053837925,2.66666666666667,1.15470053837925,3.66666666666667,2.3094010767585,3.66666666666667,2.3094010767585,3.33333333333333,1.52752523165195,1,"Pop, Film, Rock",33.3333333333333,0,"1980s",66.6666666666667,66.6666666666667,"Europe",100,""
"26","80s_HIGH_20","80s","High","Who Can It Be Now?","Men At Work",NA,"1981","yes","""yeah""",00:01:59,00:02:29,NA,20,3.5,1.29099444873581,1,0,2.5,1,2.25,1.25830573921179,3.25,0.5,4.25,0.5,1,"Rock",40,0,"1970s, 1980s",50,50,"USA_Canada",75,""
"27","80s_HIGH_21","80s","High","You're My Heart, You're My Soul","Modern Talking",NA,"1985","no",NA,00:00:00,00:00:30,NA,21,3.33333333333333,1.52752523165195,2,1,2,1,3.33333333333333,0.577350269189626,3.66666666666667,1.15470053837925,2.66666666666667,0.577350269189626,1,"Ambient, Pop, Dance, RnB",25,0,"1990s, 2000s, pre1960",33.3333333333333,0,"Europe",66.6666666666667,""
"28","80s_LOW_01","80s","Low","Barrados No Baile","Eduardo Dussek",NA,"1983","yes","""wop bop ba da doo da dah""",00:00:00,00:00:30,"https://open.spotify.com/playlist/3fo56ncpVjFWL4D6jkJDfV?si=c7ebf8eb7331429f",1,2.33333333333333,1.15470053837925,1.66666666666667,1.15470053837925,3,1,2.33333333333333,1.15470053837925,2.33333333333333,1.15470053837925,3,1.73205080756888,2,"Pop",50,0,"1980s, 2000s, 2010s",33.3333333333333,33.3333333333333,"Africa, Europe, USA_Canada",33.3333333333333,""
"29","80s_LOW_02","80s","Low","Breaking Away","Jaki Graham",NA,"1986","no",NA,00:00:00,00:00:30,NA,2,2.75,0.957427107756338,1,0,2,0.816496580927726,3,1.63299316185545,2.5,1.29099444873581,2.25,0.957427107756338,2,"Ambient",50,0,"1960s, 1990s",50,0,"Australia, Europe, Latin_SouthAm, USA_Canada",25,""
"30","80s_LOW_03","80s","Low","Changin' Light Of Love","Mixed Emotions",NA,"1987","yes","""oh""",00:02:17,00:02:47,NA,3,3.4,1.34164078649987,2,1.73205080756888,3,0,3.2,1.6431676725155,3.2,0.836660026534076,3.4,0.547722557505166,2,"Pop",57.1428571428571,0,"1980s, 1990s",40,40,"Australia, USA_Canada",40,""
"31","80s_LOW_04","80s","Low","Eve lève-toi","Julie Pietri",NA,"1980","yes","""oh""",00:03:27,00:03:57,NA,4,2.25,1.25830573921179,1,0,2.75,0.5,2.75,1.25830573921179,2.75,0.957427107756338,3.5,0.577350269189626,2,"Electronic",40,0,"1990s",50,25,"Europe",50,""
"32","80s_LOW_05","80s","Low","Nosso Louco Amor","Gang 90 & Absurdetes",NA,"1983","no",NA,00:00:00,00:00:30,NA,5,3,1.73205080756888,1.66666666666667,1.15470053837925,1.33333333333333,0.577350269189626,2.33333333333333,1.52752523165195,2.66666666666667,0.577350269189626,3,2,2,"Pop",40,0,"1970s, 1980s, 2000s",33.3333333333333,33.3333333333333,"Europe",100,""
"33","80s_LOW_06","80s","Low","Summer Beach","Yukiko Okada",NA,"1985","yes","""oh""",00:02:01,00:02:31,NA,6,3.2,1.09544511501033,1.4,0.894427190999916,2.8,0.836660026534076,3.8,1.6431676725155,4.4,0.547722557505166,3.8,0.447213595499958,2,"Jazz",83.3333333333333,0,"1970s",40,20,"USA_Canada",80,""
"34","80s_LOW_07","80s","Low","是否","Julie Sue",NA,"1983","no",NA,00:00:00,00:00:30,NA,7,3.4,0.547722557505166,1,0,2.2,0.447213595499958,2.6,0.547722557505166,3,0,2,0.707106781186548,2,"Film",80,0,"1980s, 1990s",40,40,"Europe",60,""
"35","80s_MED_08","80s","Medium","After Tonight","Amazulu",NA,"1986","no",NA,00:02:21,00:02:51,"https://open.spotify.com/playlist/4W5ABpXWLxBif3Y81llrAU?si=791423f038f04235",8,2.5,1.73205080756888,1,0,2,1.15470053837925,2.5,1.29099444873581,3.75,0.5,3.5,0.577350269189626,3,"Pop, Film",40,0,"1980s",75,75,"Europe",75,""
"36","80s_MED_09","80s","Medium","Honey Be Good","The Bible",NA,"1988","no",NA,00:00:00,00:00:30,NA,9,2.75,0.957427107756338,1.25,0.5,3,0.816496580927726,3.25,0.957427107756338,3.75,0.5,3.25,0.957427107756338,3,"Ambient, Pop",40,0,"1980s",50,50,"Europe, USA_Canada",50,""
"37","80s_MED_10","80s","Medium","In Your Room","Idle Eyes",NA,"1984","no",NA,00:01:29,00:01:59,NA,10,3.5,1,1.75,0.957427107756338,2.25,1.25830573921179,4,0.816496580927726,3.5,1.29099444873581,2.75,0.5,3,"Jazz",40,0,"1970s, 1980s",50,50,"USA_Canada",75,""
"38","80s_MED_11","80s","Medium","Um Amor de Verão","Rádio Taxi",NA,"1984","no",NA,00:00:00,00:00:30,NA,11,3,1.15470053837925,1,0,2.75,0.5,3,1.82574185835055,3.5,0.577350269189626,4.25,0.957427107756338,3,"Rock",28.5714285714286,0,"1970s, 1980s, 1990s, 2000s",25,25,"USA_Canada",75,""
"39","80s_MED_12","80s","Medium","Une autre histoire","Gérard Blanc",NA,"1988","no",NA,00:01:41,00:02:11,NA,12,3.66666666666667,1.15470053837925,1,0,2.33333333333333,1.15470053837925,4,1,3.66666666666667,0.577350269189626,4,0,3,"Electronic",40,0,"1980s, 2000s, 2010s",33.3333333333333,33.3333333333333,"Europe",66.6666666666667,""
"40","80s_MED_13","80s","Medium","Your Love Drives Me Crazy","Force MD's",NA,"1985","yes","""dah"", ""ooo""",00:00:00,00:00:30,NA,13,2.4,1.34164078649987,1,0,2.8,1.09544511501033,2.6,1.51657508881031,3.6,1.14017542509914,2.8,0.836660026534076,3,"Pop",33.3333333333333,0,"1980s",40,40,"Europe, USA_Canada",40,""
"41","80s_MED_14","80s","Medium","""P"" Da Vida (Toda La Vida)","Dominó",NA,"1985","yes","""woah"", ""ooo"", ""yeah""",00:03:17,00:03:47,NA,14,2,1.4142135623731,1,0,3.25,0.5,3,0.816496580927726,3.25,1.25830573921179,3.25,0.5,3,"Pop",50,0,"1980s",50,50,"Latin_SouthAm",50,""
"42","Ambient_HIGH_08","Ambient","High","A Walk","Tycho",NA,"2011","no",NA,00:00:03,00:00:33,"https://open.spotify.com/playlist/5c6LOkFfr7t49hCzFBmGCW?si=8f858c3d9ddb48a5",8,1.75,0.957427107756338,1,0,1.5,0.577350269189626,2.75,1.25830573921179,3.75,0.5,2,0.816496580927726,3,"Ambient",66.6666666666667,100,"2000s",50,25,"Europe",50,""
"43","Ambient_HIGH_09","Ambient","High","Candles","Jon Hopkins",NA,"2010","no",NA,00:00:00,00:00:30,NA,9,2.25,1.25830573921179,1.25,0.5,2,0,3,1.4142135623731,3,0.816496580927726,2.25,0.5,3,"Ambient",60,75,"1970s, 1980s, 2000s, 2010s",25,25,"Europe",50,""
"44","Ambient_HIGH_10","Ambient","High","Don't Bother They're Here","Stars Of The Lid",NA,"2007","no",NA,00:00:00,00:00:30,NA,10,3.75,1.25830573921179,1.25,0.5,1.5,0.577350269189626,3,1.4142135623731,3.5,0.577350269189626,1.5,0.577350269189626,3,"Ambient",80,100,"2000s",50,50,"Europe",100,""
"45","Ambient_HIGH_11","Ambient","High","Free","Miracle Tones",NA,"2022","no",NA,00:00:00,00:00:30,NA,11,3.75,0.957427107756338,1.25,0.5,1.5,0.577350269189626,3.5,0.577350269189626,3.5,1.73205080756888,1.75,0.5,3,"Ambient, Classical",40,50,"pre1960",50,0,"Europe",75,""
"46","Ambient_HIGH_12","Ambient","High","Interloper","Carbon Based Lifeforms",NA,"2010","no",NA,00:00:00,00:00:30,NA,12,3,0,1,0,3,1,3,1,3.33333333333333,0.577350269189626,3.33333333333333,0.577350269189626,3,"Ambient",60,66.6666666666667,"2000s",66.6666666666667,33.3333333333333,"USA_Canada",66.6666666666667,""
"47","Ambient_HIGH_13","Ambient","High","snowfall","Øneheart, reidenshi",NA,"2022","no",NA,00:00:00,00:00:30,NA,13,3,1.58113883008419,1,0,1.8,0.836660026534076,3.4,1.8165902124585,2,1.4142135623731,1.2,0.447213595499958,3,"Classical",33.3333333333333,40,"2000s",60,0,"USA_Canada",60,""
"48","Ambient_HIGH_14","Ambient","High","Sweden","C418","Minecraft","2011","no",NA,00:00:00,00:00:30,NA,14,2.75,2.06155281280883,1,0,1.25,0.5,2.5,1.91485421551268,2.75,1.70782512765993,1.25,0.5,3,"Ambient",60,75,"1980s",50,25,"USA_Canada",50,""
"49","Ambient_LOW_15","Ambient","Low","Dulcamara","Duet for Theremin and Lap Steel",NA,"2016","no",NA,00:00:00,00:00:30,"https://open.spotify.com/playlist/2dzjuFdj7zjwz8XvzifwqU?si=9192a47bc9914edb",15,2.75,0.5,1,0,2.25,0.957427107756338,2.5,1.73205080756888,3.25,0.957427107756338,2.25,1.5,1,"Ambient, Film",40,50,"1970s, 2000s, 2010s, 2020s",25,25,"Europe",75,""
"50","Ambient_LOW_16","Ambient","Low","Everlasting Dreams - Calm's Still Dreaming Mix","KENKOU, Calm",NA,"2020","no",NA,00:00:00,00:00:30,NA,16,1.5,0.577350269189626,1,0,2.25,1.89296944860009,1.25,0.5,2.5,1,1.75,0.5,1,"Ambient",50,75,"2000s",50,25,"Europe",75,""
"51","Ambient_LOW_17","Ambient","Low","Fantasy & Reason","Palantir",NA,"2000","no",NA,00:00:00,00:00:30,NA,17,2.25,1.5,1,0,2,1.4142135623731,2.25,1.25830573921179,3.25,0.957427107756338,2,1.15470053837925,1,"Film",50,0,"1970s, 1980s, 1990s, 2000s",25,25,"Europe",75,""
"52","Ambient_LOW_18","Ambient","Low","Memories of Grass","Perila",NA,"2021","no",NA,00:00:00,00:00:30,NA,18,1.8,1.09544511501033,1,0,1.2,0.447213595499958,1.2,0.447213595499958,2,1,1.6,0.547722557505166,1,"Electronic",50,40,"2000s",40,20,"Europe",40,""
"53","Ambient_LOW_19","Ambient","Low","One and Two","Pablo Bolviar, Sensual Physics",NA,"2022","no",NA,00:00:00,00:00:30,NA,19,2.66666666666667,0.577350269189626,1.66666666666667,1.15470053837925,2,1,3.33333333333333,1.52752523165195,3,1,2.33333333333333,0.577350269189626,1,"Electronic",50,33.3333333333333,"1980s",66.6666666666667,0,"Europe, Latin_SouthAm, USA_Canada",33.3333333333333,""
"54","Ambient_LOW_20","Ambient","Low","Rain And Sea","Abstract Audio Systems",NA,"2005","no",NA,00:00:00,00:00:30,NA,20,2,0.816496580927726,1,0,1.75,0.957427107756338,2.25,1.5,2.5,1.29099444873581,2.75,1.25830573921179,1,"Ambient, Classical",40,50,"1970s, 1980s, 2000s, 2020s",25,25,"Europe",75,""
"55","Ambient_LOW_21","Ambient","Low","Value Kit","Halosar",NA,"2022","no",NA,00:00:00,00:00:30,NA,21,3,1.73205080756888,2.66666666666667,1.52752523165195,2.33333333333333,1.15470053837925,4,1,4,1,3,1,1,"Ambient",75,100,"1990s, 2010s, pre1960",33.3333333333333,0,"Asia, Europe, USA_Canada",33.3333333333333,""
"56","Ambient_MED_01","Ambient","Medium","2010 Toyota Corolla","2003 Toyota Corolla",NA,"2021","no",NA,00:00:00,00:00:30,"https://open.spotify.com/playlist/46SGVh1UmqEURyLmLiKojI?si=04288af4b1904eb9",1,2.66666666666667,0.577350269189626,2,1,2.33333333333333,0.577350269189626,2.33333333333333,0.577350269189626,3,1,2.33333333333333,1.52752523165195,2,"Ambient",66.6666666666667,66.6666666666667,"1980s, 1990s, 2010s",33.3333333333333,0,"Europe",66.6666666666667,""
"57","Ambient_MED_02","Ambient","Medium","Diamond Cove ( And Its Children Were Watching)","Kyle Bobby Dunn",NA,"2012","no",NA,00:00:00,00:00:30,NA,2,2.5,1.29099444873581,1.25,0.5,1.75,0.957427107756338,2.75,0.957427107756338,2,0.816496580927726,1.5,1,2,"Ambient, Film",40,50,"2000s",50,0,"Europe",75,""
"58","Ambient_MED_03","Ambient","Medium","Holding On","Tracey Chattaway",NA,"2015","no",NA,00:00:00,00:00:30,NA,3,3,1.58113883008419,2,1.22474487139159,2.4,0.894427190999916,2.8,1.30384048104053,3.2,0.836660026534076,1.8,0.836660026534076,2,"Ambient, Film",33.3333333333333,40,"2000s, 2010s",40,40,"Europe",60,""
"59","Ambient_MED_04","Ambient","Medium","Life's Casino","Sounds From The Ground",NA,"2019","no",NA,00:00:00,00:00:30,NA,4,2.75,0.957427107756338,1,0,2.5,0.577350269189626,3,1.15470053837925,3.25,0.957427107756338,2,0.816496580927726,2,"Ambient",60,75,"1980s",50,25,"Europe",75,""
"60","Ambient_MED_05","Ambient","Medium","Study Music (Concentrate)","Alpha Brain Waves",NA,"2018","no",NA,00:00:00,00:00:30,NA,5,3.33333333333333,2.08166599946613,1,0,2,1,4.66666666666667,0.577350269189626,4.33333333333333,0.577350269189626,2,1.73205080756888,2,"Ambient",50,100,"1990s, 2010s, pre1960",33.3333333333333,33.3333333333333,"Europe",66.6666666666667,""
"61","Ambient_MED_06","Ambient","Medium","Tachyon","Tripswitch",NA,"2005","no",NA,00:00:47,00:01:17,NA,6,2.6,0.547722557505166,1.2,0.447213595499958,2.8,0.836660026534076,2.4,1.14017542509914,2.8,0.836660026534076,3.2,0.836660026534076,2,"Film, Electronic",33.3333333333333,20,"1980s, 2000s",40,40,"Europe",60,""
"62","Ambient_MED_07","Ambient","Medium","The Stargazer's Jouney","John Serrie",NA,"2003","no",NA,00:00:00,00:00:30,NA,7,2.2,0.836660026534076,1,0,2.2,1.30384048104053,2.4,1.67332005306815,3.2,1.09544511501033,2.2,0.836660026534076,2,"Ambient",50,60,"2000s",60,60,"USA_Canada",60,""
"63","Classical_HIGH_01","Classical","High","Cello Suite No. 1 in G Major, BWV 1007: I. Prélude","Johann Sebastian Bach","Yo-Yo Ma",NA,"no",NA,00:00:00,00:00:30,"https://open.spotify.com/playlist/008QtQEu6kF3yve3jhiAVQ?si=cdfa6ca157df466a",1,4,1,3.66666666666667,1.15470053837925,3.33333333333333,1.52752523165195,5,0,4.33333333333333,0.577350269189626,3.33333333333333,0.577350269189626,2,"Classical",75,100,"pre1960",66.6666666666667,NA,"Europe",100,""
"64","Classical_HIGH_02","Classical","High","Gymnopédie No. 1","Erik Satie","Philippe Entremont",NA,"no",NA,00:00:00,00:00:30,NA,2,4,0.816496580927726,4,1.15470053837925,2.5,0.577350269189626,4,0.816496580927726,3.75,0.5,2.25,0.5,2,"Classical",100,100,"pre1960",75,NA,"Europe",75,""
"65","Classical_HIGH_03","Classical","High","Nocturne No. 2 in E-Flat Major, Op. 9 No. 2","Frédéric Chopin","Daniel Barenboim, Frédéric Chopin",NA,"no",NA,00:00:00,00:00:30,NA,3,4.4,1.34164078649987,4.2,1.78885438199983,2.8,1.30384048104053,4.6,0.894427190999916,4.6,0.547722557505166,2.2,0.447213595499958,2,"Classical",83.3333333333333,100,"pre1960",80,NA,"Europe",100,""
"66","Classical_HIGH_04","Classical","High","Piano Concerto No. 21 in C Major, K. 467: II. Andante","Wolfgang Amadeus Mozart","Howard Shelley, London Mozart Players",NA,"no",NA,00:00:00,00:00:30,NA,4,4,1.15470053837925,4.25,0.957427107756338,3.25,0.957427107756338,4,0.816496580927726,4,0.816496580927726,3,0.816496580927726,2,"Classical",80,100,"pre1960",100,NA,"Europe",100,""
"67","Classical_HIGH_05","Classical","High","Spring (La Primavera) Op.8 No.1 E Major: Allegro","Antonio Vivaldi","Alberto Lizzio, Baroque Festival Orchestra, I Musici Di San Marco",NA,"no",NA,00:00:00,00:00:30,NA,5,4.66666666666667,0.577350269189626,5,0,2.66666666666667,1.52752523165195,4.66666666666667,0.577350269189626,5,0,3,2,2,"Classical",75,100,"pre1960",100,NA,"Europe",100,""
"68","Classical_HIGH_06","Classical","High","Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 10, Scene. Moderato","Pyotr Ilyich Tchaikovsky","André Previn, London Symphony Orchestra",NA,"no",NA,00:00:00,00:00:30,NA,6,4.6,0.547722557505166,4.8,0.447213595499958,2.6,0.547722557505166,3.2,1.09544511501033,3.6,0.894427190999916,2.6,0.894427190999916,2,"Classical",100,100,"pre1960",60,NA,"Europe",80,""
"69","Classical_HIGH_07","Classical","High","Wiegenlied, Op. 49, No. 4 (Arr. for Cello and Piano) [Brahms Lullaby]","Johannes Brahms","Yo-Yo Ma",NA,"no",NA,00:00:00,00:00:30,NA,7,4,1,4.4,0.894427190999916,2.4,0.547722557505166,3,1,3.4,0.894427190999916,2,1,2,"Classical",50,60,"pre1960",80,NA,"Europe",100,""
"70","Classical_LOW_08","Classical","Low","Concerto in C Major, Op. 6 No. 10: I. Preludio. Andante largo","Arcangelo Corelli","Musica Amphion, Pieter-Jan Belder",NA,"no",NA,00:00:00,00:00:30,"https://open.spotify.com/playlist/6Cv9geTLhOF7w5OQshfbdl?si=a4579549d91e4c46",8,3.25,1.5,1.25,0.5,2,1.15470053837925,3.75,1.5,3.5,0.577350269189626,3,0.816496580927726,3,"Classical",100,100,"pre1960",75,NA,"Europe",100,""
"71","Classical_LOW_09","Classical","Low","Duet No. 2 for 2 Flutes in E-Flat Major, Fk. 55: I. Allegro","Wilhelm Friedemann Bach","Massimo Mercelli, Maxence Larrieu",NA,"no",NA,00:00:00,00:00:30,NA,9,2.5,1,1.25,0.5,2.75,0.5,3.25,1.5,3.75,0.5,3,0.816496580927726,3,"Classical",100,100,"pre1960",50,NA,"Europe",75,""
"72","Classical_LOW_10","Classical","Low","L'Arbre des songes - Concerto for Violin & Orchestra: 1. Librement. II. Vif. III. Lent. IV Largo et animé","Henri Dutilleux","Charles Dutoit, Orchestre National De France, Pierre Amoyal",NA,"no",NA,00:00:00,00:00:30,NA,10,3.75,0.957427107756338,1.75,0.957427107756338,1.75,0.957427107756338,3.75,0.957427107756338,3.5,1.29099444873581,2.25,1.25830573921179,3,"Film",60,50,"pre1960",75,NA,"Europe",75,""
