"","CLIP_NAME","GENRE","FAMILIARITY","TRACK_TITLE","ARTIST","MEDIA_RELATION_or_PERFORMER","RELEASE_DATE","VOCALISATION","VOCALISATION_TYPE","CLIP_TIME_START","CLIP_TIME_END","group","style_familiarity_M","style_familiarity_SD","clip_familiarity_M","clip_familiarity_SD","contrast_M","contrast_SD","enjoyment_M","enjoyment_SD","valence_M","valence_SD","arousal_M","arousal_SD","cluster","rated_genre","rated_genre_perc","genre_match","rated_decade","rated_decade_perc","decade_match","rated_location","rated_location_perc","thought_type","thought_type_perc","freq_context_words"
"32","80s_LOW_05","80s","Low","Nosso Louco Amor","Gang 90 & Absurdetes",NA,"1983","no",NA,00:00:00,00:00:30,5,3,1.58113883008419,1.2,0.447213595499958,2.6,1.14017542509914,3.2,1.48323969741913,3.2,1.48323969741913,3.8,0.836660026534076,2,"Pop",33.3333333333333,NA,"1980s",60,60,"Europe",80,"fictional, music",40,""
"33","80s_LOW_06","80s","Low","Summer Beach","Yukiko Okada",NA,"1985","yes","""oh""",00:02:01,00:02:31,6,2.25,0.957427107756338,1.75,0.957427107756338,2.25,0.957427107756338,3.25,1.70782512765993,4.25,0.5,3.75,0.957427107756338,2,"Funk",50,NA,"1980s",50,50,"Europe",50,"music",50,""
"34","80s_LOW_07","80s","Low","是否","Julie Sue",NA,"1983","no",NA,00:00:00,00:00:30,7,3.2,0.836660026534076,2,1,2.2,1.6431676725155,3.6,0.894427190999916,2.6,0.894427190999916,2.6,0.894427190999916,3,"Ambient, Classical",33.3333333333333,NA,"1990s",60,0,"Europe",60,"autobioMedia",60,""
"35","80s_MED_08","80s","Medium","After Tonight","Amazulu",NA,"1986","no",NA,00:02:21,00:02:51,8,2.66666666666667,0.577350269189626,1.33333333333333,0.577350269189626,1.66666666666667,0.577350269189626,3.33333333333333,1.52752523165195,3.33333333333333,0.577350269189626,3.33333333333333,1.15470053837925,2,"Pop",66.6666666666667,NA,"1980s",66.6666666666667,66.6666666666667,"USA_Canada",100,"music",66.6666666666667,""
"36","80s_MED_09","80s","Medium","Honey Be Good","The Bible",NA,"1988","no",NA,00:00:00,00:00:30,9,3.2,1.6431676725155,1.6,0.894427190999916,2.4,1.51657508881031,3.6,1.14017542509914,4.2,0.836660026534076,3.2,0.836660026534076,2,"Ambient",37.5,NA,"1980s",40,40,"Europe, USA_Canada",40,"music",100,""
"37","80s_MED_10","80s","Medium","In Your Room","Idle Eyes",NA,"1984","no",NA,00:01:29,00:01:59,10,2.25,1.25830573921179,1.5,1,1.75,0.5,3.25,0.957427107756338,3.5,0.577350269189626,3.25,0.5,3,"Jazz",40,NA,"1980s",75,75,"USA_Canada",100,"autobioMedia",50,""
"38","80s_MED_11","80s","Medium","Um Amor de Verão","Rádio Taxi",NA,"1984","no",NA,00:00:00,00:00:30,11,3.4,1.34164078649987,1.6,1.34164078649987,3.6,1.34164078649987,3.4,1.8165902124585,3.8,1.09544511501033,3.6,1.34164078649987,2,"Rock",42.8571428571429,NA,"1980s",100,100,"USA_Canada",60,"music",40,""
"39","80s_MED_12","80s","Medium","Une autre histoire","Gérard Blanc",NA,"1988","no",NA,00:01:41,00:02:11,12,3.66666666666667,0.577350269189626,1.33333333333333,0.577350269189626,1.66666666666667,1.15470053837925,3.33333333333333,1.15470053837925,3,1,3,1,2,"Pop",50,NA,"1980s",66.6666666666667,66.6666666666667,"Europe",66.6666666666667,"music",66.6666666666667,""
"40","80s_MED_13","80s","Medium","Your Love Drives Me Crazy","Force MD's",NA,"1985","yes","""dah"", ""ooo""",00:00:00,00:00:30,13,2.5,0.577350269189626,1,0,2.75,0.5,2.5,0.577350269189626,3,0,2.5,0.577350269189626,3,"Film, Electronic",28.5714285714286,NA,"1970s, 1980s, 2000s, 2010s",25,25,"USA_Canada",50,"music",50,""
"41","80s_MED_14","80s","Medium","""P"" Da Vida (Toda La Vida)","Dominó",NA,"1985","yes","""woah"", ""ooo"", ""yeah""",00:03:17,00:03:47,14,3.33333333333333,0.577350269189626,1,0,2.33333333333333,0.577350269189626,3.33333333333333,2.08166599946613,4.33333333333333,0.577350269189626,4,0,2,"Pop",75,NA,"1980s",66.6666666666667,66.6666666666667,"Asia, Europe, USA_Canada",33.3333333333333,"music",100,""
"42","Ambient_HIGH_08","Ambient","High","A Walk","Tycho",NA,"2011","no",NA,00:00:03,00:00:33,8,3,1,1.33333333333333,0.577350269189626,1.66666666666667,0.577350269189626,2.66666666666667,1.52752523165195,3.33333333333333,1.15470053837925,1.66666666666667,0.577350269189626,3,"Electronic",66.6666666666667,33.3333333333333,"1970s, 1990s, 2010s",33.3333333333333,33.3333333333333,"Europe, Latin_SouthAm, USA_Canada",33.3333333333333,"music",100,""
"43","Ambient_HIGH_09","Ambient","High","Candles","Jon Hopkins",NA,"2010","no",NA,00:00:00,00:00:30,9,2.6,1.34164078649987,1.2,0.447213595499958,1.6,0.547722557505166,3.4,1.14017542509914,3.4,1.14017542509914,2.2,1.09544511501033,3,"Ambient",50,80,"2000s",40,20,"Europe",60,"abstract, autobioMedia, fictional, music",40,""
"44","Ambient_HIGH_10","Ambient","High","Don't Bother They're Here","Stars Of The Lid",NA,"2007","no",NA,00:00:00,00:00:30,10,2.5,1,1.25,0.5,2,1.4142135623731,2.75,1.25830573921179,3.25,0.5,2.25,1.25830573921179,3,"Ambient",40,50,"2010s",75,25,"Europe",75,"abstract, autobioMedia, music, sensory",50,""
"45","Ambient_HIGH_11","Ambient","High","Free","Miracle Tones",NA,"2022","no",NA,00:00:00,00:00:30,11,3.4,1.14017542509914,1.2,0.447213595499958,1.6,0.894427190999916,3.8,1.09544511501033,3.2,1.09544511501033,2.2,1.6431676725155,3,"Ambient",71.4285714285714,100,"2000s, 2010s",40,0,"Europe",100,"autobioLife",80,""
"46","Ambient_HIGH_12","Ambient","High","Interloper","Carbon Based Lifeforms",NA,"2010","no",NA,00:00:00,00:00:30,12,3,1,1,0,2.66666666666667,1.15470053837925,3,1,4,0,2.66666666666667,0.577350269189626,2,"Electronic",60,66.6666666666667,"1980s, 1990s, 2000s",33.3333333333333,0,"Europe",100,"music",66.6666666666667,""
"47","Ambient_HIGH_13","Ambient","High","Sweden","C418","Minecraft","2011","no",NA,00:00:00,00:00:30,13,3,0.816496580927726,1.25,0.5,1.25,0.5,3,1.15470053837925,2.5,0.577350269189626,1.25,0.5,3,"Ambient",42.8571428571429,75,"1980s",50,0,"Europe",75,"everyday, music",50,""
"48","Ambient_HIGH_14","Ambient","High","snowfall","Øneheart, reidenshi",NA,"2022","no",NA,00:00:00,00:00:30,14,3.33333333333333,1.15470053837925,1,0,2.66666666666667,1.15470053837925,3.66666666666667,1.52752523165195,4,1,2,1,2,"Ambient",60,100,"2000s",66.6666666666667,0,"Europe",66.6666666666667,"music",66.6666666666667,""
"49","Ambient_LOW_15","Ambient","Low","Dulcamara","Duet for Theremin and Lap Steel",NA,"2016","no",NA,00:00:00,00:00:30,15,2.75,0.5,1,0,2.25,0.957427107756338,3,1.4142135623731,2.75,0.5,1.75,0.5,3,"Ambient",40,50,"1960s, 1990s, 2010s, 2020s",25,25,"Europe",100,"autobioMedia",50,""
"50","Ambient_LOW_16","Ambient","Low","Everlasting Dreams - Calm's Still Dreaming Mix","KENKOU, Calm",NA,"2020","no",NA,00:00:00,00:00:30,16,2,0.707106781186548,1.2,0.447213595499958,1.6,0.894427190999916,2.2,1.09544511501033,2.4,0.894427190999916,1.8,0.447213595499958,3,"Ambient",37.5,60,"1990s",40,0,"Latin_SouthAm",40,"fictional",60,""
"51","Ambient_LOW_17","Ambient","Low","Fantasy & Reason","Palantir",NA,"2000","no",NA,00:00:00,00:00:30,17,1.75,0.957427107756338,1,0,2.5,1.29099444873581,3.5,1.29099444873581,3.75,0.957427107756338,2.5,0.577350269189626,3,"Ambient, VG",40,50,"2020s",50,0,"Europe",75,"everyday, fictional",50,""
"52","Ambient_LOW_18","Ambient","Low","Memories of Grass","Perila",NA,"2021","no",NA,00:00:00,00:00:30,18,1.2,0.447213595499958,1,0,1.6,0.547722557505166,1.8,0.836660026534076,2.2,0.836660026534076,2,1,3,"Electronic",50,40,"1990s",40,20,"Europe",60,"music, sensory",40,""
"53","Ambient_LOW_19","Ambient","Low","One and Two","Pablo Bolviar, Sensual Physics",NA,"2022","no",NA,00:00:00,00:00:30,19,3,1,1,0,1,0,2.66666666666667,1.15470053837925,3,1,2,0,3,"Dance, Electronic",40,0,"1990s, 2000s, 2020s",33.3333333333333,33.3333333333333,"Europe",100,"everyday",66.6666666666667,""
"54","Ambient_LOW_20","Ambient","Low","Rain And Sea","Abstract Audio Systems",NA,"2005","no",NA,00:00:00,00:00:30,20,2.25,1.89296944860009,1,0,1.25,0.5,2,2,3,1.4142135623731,2,1.15470053837925,3,"Ambient",42.8571428571429,75,"2010s",50,25,"USA_Canada",50,"abstract, music",50,""
"55","Ambient_LOW_21","Ambient","Low","Value Kit","Halosar",NA,"2022","no",NA,00:00:00,00:00:30,21,2.8,2.04939015319192,1.8,1.30384048104053,2.4,1.14017542509914,3.8,1.30384048104053,4,1,2.4,1.51657508881031,2,"Ambient",71.4285714285714,100,"1980s",40,20,"Asia, USA_Canada",40,"abstract, autobioMedia, music",40,""
"56","Ambient_MED_01","Ambient","Medium","2010 Toyota Corolla","2003 Toyota Corolla",NA,"2021","no",NA,00:00:00,00:00:30,1,2.6,1.14017542509914,1,0,2.4,1.14017542509914,3.2,0.836660026534076,3.6,0.547722557505166,2.2,0.447213595499958,3,"Ambient",71.4285714285714,100,"2000s",60,0,"Europe",60,"music",60,""
"57","Ambient_MED_02","Ambient","Medium","Diamond Cove ( And Its Children Were Watching)","Kyle Bobby Dunn",NA,"2012","no",NA,00:00:00,00:00:30,2,2.2,1.6431676725155,1.2,0.447213595499958,1.6,0.894427190999916,3.2,1.48323969741913,3.4,0.894427190999916,1.4,0.547722557505166,3,"Ambient",83.3333333333333,100,"2020s",40,20,"Europe",60,"music",60,""
"58","Ambient_MED_03","Ambient","Medium","Holding On","Tracey Chattaway",NA,"2015","no",NA,00:00:00,00:00:30,3,2.33333333333333,1.52752523165195,1.66666666666667,1.15470053837925,1.66666666666667,0.577350269189626,2.66666666666667,1.15470053837925,2.33333333333333,0.577350269189626,1.33333333333333,0.577350269189626,3,"Ambient, Film",50,66.6666666666667,"2000s",66.6666666666667,0,"Europe",66.6666666666667,"autobioMedia, everyday, fictional",33.3333333333333,""
"59","Ambient_MED_04","Ambient","Medium","Life's Casino","Sounds From The Ground",NA,"2019","no",NA,00:00:00,00:00:30,4,3.25,0.957427107756338,1,0,1.25,0.5,3,1.82574185835055,2.75,0.957427107756338,1.5,0.577350269189626,3,"Ambient",50,75,"2000s",50,25,"Europe",75,"autobioLife, everyday, music, none",25,""
"60","Ambient_MED_05","Ambient","Medium","Study Music (Concentrate)","Alpha Brain Waves",NA,"2018","no",NA,00:00:00,00:00:30,5,3,1.58113883008419,1,0,1.4,0.894427190999916,2.6,0.894427190999916,2.8,0.447213595499958,1.4,0.547722557505166,3,"Ambient",50,60,"1960s, 1980s, 1990s, 2000s, 2010s",20,20,"Europe",60,"music",80,""
"61","Ambient_MED_06","Ambient","Medium","Tachyon","Tripswitch",NA,"2005","no",NA,00:00:47,00:01:17,6,2.25,0.957427107756338,1.75,0.957427107756338,1.75,0.957427107756338,2.75,0.957427107756338,2.75,0.5,2.25,0.957427107756338,3,"Ambient",40,50,"2000s",75,75,"Europe",50,"music",50,""
"62","Ambient_MED_07","Ambient","Medium","The Stargazer's Jouney","John Serrie",NA,"2003","no",NA,00:00:00,00:00:30,7,2.4,0.894427190999916,1.6,0.894427190999916,2.2,1.30384048104053,3,1,3.4,0.894427190999916,2.6,1.34164078649987,3,"Ambient",42.8571428571429,60,"2000s, 2010s",40,40,"Europe",80,"music",40,""
"63","Classical_HIGH_01","Classical","High","Cello Suite No. 1 in G Major, BWV 1007: I. Prélude","Johann Sebastian Bach","Yo-Yo Ma","1720","no",NA,00:00:00,00:00:30,1,3.6,1.14017542509914,3.4,1.51657508881031,2.4,0.547722557505166,3.8,0.836660026534076,3.6,0.547722557505166,3,0.707106781186548,1,"Classical",83.3333333333333,100,"pre1960",80,80,"Europe",100,"music",100,""
"64","Classical_HIGH_02","Classical","High","Gymnopédie No. 1","Erik Satie","Philippe Entremont","1888","no",NA,00:00:00,00:00:30,2,4.6,0.547722557505166,4.6,0.547722557505166,2.2,1.30384048104053,4.4,0.547722557505166,3.8,0.836660026534076,1.6,0.894427190999916,1,"Classical",83.3333333333333,100,"pre1960",80,80,"Europe",80,"music",100,""
"65","Classical_HIGH_03","Classical","High","Nocturne No. 2 in E-Flat Major, Op. 9 No. 2","Frédéric Chopin","Daniel Barenboim, Frédéric Chopin","1830","no",NA,00:00:00,00:00:30,3,4.33333333333333,0.577350269189626,4,1,1.33333333333333,0.577350269189626,4,0,3.33333333333333,0.577350269189626,1.66666666666667,1.15470053837925,1,"Classical",100,100,"pre1960",66.6666666666667,66.6666666666667,"Europe",100,"fictional, music",66.6666666666667,""
"66","Classical_HIGH_04","Classical","High","Piano Concerto No. 21 in C Major, K. 467: II. Andante","Wolfgang Amadeus Mozart","Howard Shelley, London Mozart Players","1785","no",NA,00:00:00,00:00:30,4,3.25,1.5,2.75,1.70782512765993,2.25,1.5,2.75,1.5,3,0.816496580927726,2,0.816496580927726,3,"Classical",100,100,"pre1960",100,100,"Europe",100,"everyday",50,""
"67","Classical_HIGH_05","Classical","High","Spring (La Primavera) Op.8 No.1 E Major: Allegro","Antonio Vivaldi","Alberto Lizzio, Baroque Festival Orchestra, I Musici Di San Marco","1725","no",NA,00:00:00,00:00:30,5,4.4,1.34164078649987,5,0,2.2,1.30384048104053,4.2,0.447213595499958,4.4,0.894427190999916,4.2,0.836660026534076,1,"Classical",80,80,"pre1960",80,80,"Europe",100,"music",60,""
"68","Classical_HIGH_06","Classical","High","Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 10, Scene. Moderato","Pyotr Ilyich Tchaikovsky","André Previn, London Symphony Orchestra","1875","no",NA,00:00:00,00:00:30,6,3.5,1,4.25,0.957427107756338,3.25,0.957427107756338,4.25,0.5,3.25,0.957427107756338,2.5,0.577350269189626,1,"Classical",100,100,"pre1960",50,50,"Europe",100,"autobioMedia, fictional, music",50,""
"69","Classical_HIGH_07","Classical","High","Wiegenlied, Op. 49, No. 4 (Arr. for Cello and Piano) [Brahms Lullaby]","Johannes Brahms","Yo-Yo Ma","1868","no",NA,00:00:00,00:00:30,7,4,1.22474487139159,4.4,0.547722557505166,1.6,0.547722557505166,3.6,1.34164078649987,3.6,1.34164078649987,1.4,0.547722557505166,1,"Classical",71.4285714285714,100,"pre1960",60,60,"Europe",80,"autobioLife, music",40,""
"70","Classical_LOW_08","Classical","Low","Concerto in C Major, Op. 6 No. 10: I. Preludio. Andante largo","Arcangelo Corelli","Musica Amphion, Pieter-Jan Belder","1714","no",NA,00:00:00,00:00:30,8,4,1,1.66666666666667,1.15470053837925,2,0,3,1,3.33333333333333,0.577350269189626,2.66666666666667,0.577350269189626,2,"Classical",100,100,"pre1960",66.6666666666667,66.6666666666667,"Europe",66.6666666666667,"music",66.6666666666667,""
